Date,Platform,Product_Category,Model_Name,Condition,Launch_Price_USD,Launch_Price_INR,Current_Price_USD,Current_Price_INR,Discount_Pct,Sale_Event,Stock_Status,Rating,Reviews_Count
09-06-2025,Flipkart,iPhone,iPhone 16 128GB,New,799,78302,786.39,78178.93,1.6,None,In Stock,4.8,1468
09-06-2025,Amazon,iPhone,iPhone 16 128GB,New,799,78302,803.89,79534.64,-0.6,None,In Stock,4.2,704
09-06-2025,Amazon,iPhone,iPhone 16 128GB,Renewed/Refurbished,799,78302,587.95,49339.16,26.4,None,Out of Stock,4.1,765
09-06-2025,Flipkart,iPhone,iPhone 16 Pro 256GB,New,1099,107702,1090.35,107031.91,0.8,None,In Stock,4.5,1150
09-06-2025,Flipkart,iPhone,iPhone 16 Pro 256GB,New,1099,107702,1096.04,107127.32,0.3,None,In Stock,4.3,1300
10-06-2025,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,257.09,25446.21,40.1,None,In Stock,4.9,4624
10-06-2025,Amazon,Watch,Apple Watch Series 8 (45mm),New,429,42042,260.18,25476.91,39.4,None,In Stock,4.6,4603
10-06-2025,Flipkart,Watch,Apple Watch Series 9 (45mm),Renewed/Refurbished,429,42042,239.73,20166.08,44.1,None,In Stock,4.3,1459
10-06-2025,Amazon,Watch,Apple Watch Series X (45mm),New,429,42042,423.71,41783.3,1.2,None,In Stock,4.5,1132
10-06-2025,Amazon,Watch,Apple Watch Series X (45mm),New,429,42042,429.8,42302.26,-0.2,None,In Stock,4.2,418
10-06-2025,Amazon,Watch,Apple Watch Series X (45mm),Renewed/Refurbished,429,42042,316.92,26507.26,26.1,None,In Stock,4.4,493
10-06-2025,Amazon,Watch,Apple Watch Series X (45mm),New,429,42042,437.53,42690.6,-2,None,Out of Stock,4.7,1046
10-06-2025,Amazon,Watch,Apple Watch Ultra,Renewed/Refurbished,799,78302,444.56,37153.07,44.4,None,In Stock,3.9,2414
10-06-2025,Flipkart,Watch,Apple Watch Ultra,Renewed/Refurbished,799,78302,500.52,43179.63,37.4,None,In Stock,4.5,4418
10-06-2025,Flipkart,Watch,Apple Watch Ultra,New,799,78302,604.24,60266.56,24.4,None,In Stock,4.2,2663
10-06-2025,Amazon,Watch,Apple Watch Ultra,Renewed/Refurbished,799,78302,455.42,39252.89,43,None,In Stock,4,4674
10-06-2025,Flipkart,Watch,Apple Watch Ultra 2,Renewed/Refurbished,799,78302,553.36,46339.41,30.7,None,In Stock,4.2,1844
10-06-2025,Amazon,Watch,Apple Watch Ultra 2,Renewed/Refurbished,799,78302,516.1,43431.53,35.4,None,In Stock,4.1,1866
10-06-2025,Flipkart,Watch,Apple Watch Ultra 2,New,799,78302,699,67874.17,12.5,None,In Stock,4.8,1724
10-06-2025,Amazon,Mac,MacBook Air M1 256GB,New,999,97902,594.91,57970.43,40.4,None,Low Stock,4.8,5921
10-06-2025,Flipkart,Mac,MacBook Air M2 256GB,New,1199,117502,980.61,97947.22,18.2,None,In Stock,4.4,2001
10-06-2025,Amazon,Mac,MacBook Air M2 256GB,New,1199,117502,1004,97091.65,16.3,None,In Stock,4.4,3781
10-06-2025,Flipkart,Mac,MacBook Air M2 256GB,New,1199,117502,985.38,96954.44,17.8,None,In Stock,4.6,2721
10-06-2025,Amazon,Mac,MacBook Air M2 256GB,Renewed/Refurbished,1199,117502,792.8,66374.36,33.9,None,Low Stock,3.9,5071
10-06-2025,Flipkart,Mac,MacBook Air M3 256GB,New,1099,107702,997.24,96682.68,9.3,None,In Stock,4.8,1072
10-06-2025,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,Renewed/Refurbished,1999,195902,1360.4,113579.88,31.9,None,In Stock,4.2,4834
10-06-2025,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1830.57,180380.49,8.4,None,Low Stock,4.3,3021
10-06-2025,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1825.71,178445.51,8.7,None,In Stock,4.8,1887
10-06-2025,Amazon,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,1905.59,183999.8,4.7,None,In Stock,4.5,2122
10-06-2025,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,Renewed/Refurbished,1999,195902,1403.6,119647.27,29.8,None,In Stock,4.5,1999
10-06-2025,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,Renewed/Refurbished,1999,195902,1551.35,129602,22.4,None,In Stock,4.3,573
10-06-2025,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,1966.09,188835.81,1.6,None,In Stock,4.5,584
10-06-2025,Flipkart,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,1962.7,196097.9,1.8,None,Out of Stock,4.5,1048
10-06-2025,Flipkart,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,1979.48,192573.57,1,None,In Stock,4.4,958
10-06-2025,Flipkart,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,1974.49,190240.45,1.2,None,In Stock,4.3,803
10-06-2025,Amazon,iPad,iPad (9th Gen) 64GB,New,329,32242,198.37,19596.31,39.7,None,Low Stock,4.8,5828
10-06-2025,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,365.34,36226.29,39,None,In Stock,4.3,8496
10-06-2025,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,357.44,34683.14,40.3,None,Low Stock,4.8,7126
10-06-2025,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,360.76,35509.57,39.8,None,In Stock,4.4,5164
10-06-2025,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,355.61,35019.12,40.6,None,Low Stock,4.6,2708
10-06-2025,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,357.9,34934.15,40.3,None,In Stock,4.4,8097
10-06-2025,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,58702,360.29,35551.13,39.9,None,Out of Stock,4.5,6374
10-06-2025,Flipkart,iPad,iPad Air (5th Gen) 64GB,New,599,58702,359.22,35031.03,40,None,Low Stock,4.7,3981
10-06-2025,Amazon,iPad,iPad Air (5th Gen) 64GB,Renewed/Refurbished,599,58702,261.09,22491.72,56.4,None,Out of Stock,4.2,3734
10-06-2025,Amazon,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,471.45,46117.17,41,None,Low Stock,4.6,7792
10-06-2025,Amazon,iPad,iPad Pro 11-inch (M4) 256GB,New,999,97902,886.83,87209.48,11.2,None,In Stock,4.3,1102
10-06-2025,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,Renewed/Refurbished,999,97902,738.95,62322.63,26,None,In Stock,3.9,898
10-06-2025,Amazon,iPad,iPad Pro 11-inch (M4) 256GB,New,999,97902,909.21,88789.99,9,None,In Stock,4.2,1726
10-06-2025,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,Renewed/Refurbished,999,97902,720.29,62223.56,27.9,None,In Stock,4.4,1452
10-06-2025,Amazon,iPad,iPad Pro 11-inch (M4) 256GB,New,999,97902,912.54,88012.64,8.7,None,In Stock,4.3,1881
10-06-2025,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,Renewed/Refurbished,1199,117502,766.64,64432.73,36.1,None,In Stock,4.5,1657
10-06-2025,Amazon,iPhone,iPhone 12 64GB,New,799,78302,487.15,47410.54,39,None,In Stock,4.3,7617
10-06-2025,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,599.57,59472.1,40,None,In Stock,4.5,4691
10-06-2025,Flipkart,iPhone,iPhone 13 128GB,Renewed/Refurbished,799,78302,403.18,33936.36,49.5,None,Low Stock,4.3,3526
10-06-2025,Amazon,iPhone,iPhone 13 128GB,New,799,78302,489.84,48223.49,38.7,None,Low Stock,4.4,2638
10-06-2025,Amazon,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,901.34,88368.8,24.8,None,Low Stock,4.6,6662
10-06-2025,Flipkart,iPhone,iPhone 13 Pro Max 256GB,Renewed/Refurbished,1199,117502,651.62,55616.78,45.7,None,Out of Stock,4.1,3690
10-06-2025,Amazon,iPhone,iPhone 14 128GB,Renewed/Refurbished,799,78302,457.44,39043.84,42.7,None,In Stock,3.8,1842
10-06-2025,Flipkart,iPhone,iPhone 14 128GB,New,799,78302,588.62,56981.2,26.3,None,In Stock,4.5,5337
10-06-2025,Flipkart,iPhone,iPhone 14 128GB,New,799,78302,589.23,58282.19,26.3,None,In Stock,4.6,5269
10-06-2025,Amazon,iPhone,iPhone 14 128GB,New,799,78302,591.98,57764.63,25.9,None,In Stock,4.3,3282
10-06-2025,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,97902,787.42,76918.61,21.2,None,In Stock,4.9,2226
10-06-2025,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,97902,784.38,76725.54,21.5,None,Out of Stock,4.5,3519
10-06-2025,Flipkart,iPhone,iPhone 14 Pro 128GB,New,999,97902,802.41,77513.33,19.7,None,Low Stock,4.9,4387
10-06-2025,Amazon,iPhone,iPhone 15 128GB,New,799,78302,700.89,68257.92,12.3,None,In Stock,4.6,1513
10-06-2025,Flipkart,iPhone,iPhone 15 128GB,Renewed/Refurbished,799,78302,553.47,47232.47,30.7,None,In Stock,3.9,2610
10-06-2025,Flipkart,iPhone,iPhone 15 128GB,New,799,78302,699.51,67983.87,12.5,None,In Stock,4.3,3322
10-06-2025,Flipkart,iPhone,iPhone 15 128GB,New,799,78302,711.32,68500.58,11,None,In Stock,4.6,3432
10-06-2025,Amazon,iPhone,iPhone 15 128GB,Renewed/Refurbished,799,78302,538.79,45839.9,32.6,None,Out of Stock,4.2,2303
10-06-2025,Flipkart,iPhone,iPhone 15 Pro Max 256GB,Renewed/Refurbished,1199,117502,776.89,65463.75,35.2,None,In Stock,3.8,3059
10-06-2025,Flipkart,iPhone,iPhone 15 Pro Max 256GB,Renewed/Refurbished,1199,117502,817.35,70394.32,31.8,None,In Stock,4.4,1813
10-06-2025,Flipkart,iPhone,iPhone 15 Pro Max 256GB,New,1199,117502,1116.75,107924.23,6.9,None,Out of Stock,4.3,2633
10-06-2025,Flipkart,iPhone,iPhone 16 128GB,New,799,78302,797.89,76705.99,0.1,None,In Stock,4.6,1088
10-06-2025,Amazon,iPhone,iPhone 16 128GB,New,799,78302,809.01,79339.92,-1.3,None,In Stock,4.4,693
10-06-2025,Amazon,iPhone,iPhone 16 Pro 256GB,New,1099,107702,1077.26,104040.02,2,None,In Stock,4.3,1057
10-06-2025,Flipkart,iPhone,iPhone 16 Pro 256GB,Renewed/Refurbished,1099,107702,797.74,67100.66,27.4,None,In Stock,3.9,461
10-06-2025,Flipkart,iPhone,iPhone 16 Pro 256GB,New,1099,107702,1098.71,109327.81,0,None,In Stock,4.3,891
10-06-2025,Amazon,iPhone,iPhone 16 Pro 256GB,New,1099,107702,1108.29,110759.22,-0.8,None,In Stock,4.8,1485
11-06-2025,Flipkart,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,42042,192.92,16704.82,55,None,In Stock,3.9,8013
11-06-2025,Flipkart,Watch,Apple Watch Series 7 (45mm),New,429,42042,262.29,25518.55,38.9,None,Out of Stock,4.7,4083
11-06-2025,Amazon,Watch,Apple Watch Series 7 (45mm),Renewed/Refurbished,429,42042,201.41,17004.82,53.1,None,Out of Stock,4.1,6946
11-06-2025,Flipkart,Watch,Apple Watch Series 8 (45mm),New,429,42042,252.34,24270.93,41.2,None,In Stock,4.4,2866
11-06-2025,Amazon,Watch,Apple Watch Series 8 (45mm),New,429,42042,256.85,24955.83,40.1,None,In Stock,4.3,4542
11-06-2025,Amazon,Watch,Apple Watch Series 9 (45mm),New,429,42042,331.06,32662.64,22.8,None,Low Stock,4.3,2292
11-06-2025,Flipkart,Watch,Apple Watch Series 9 (45mm),New,429,42042,332.73,32716.91,22.4,None,In Stock,4.7,1845
11-06-2025,Flipkart,Watch,Apple Watch Series X (45mm),New,429,42042,429.46,42369.32,-0.1,None,Low Stock,4.6,1416
11-06-2025,Flipkart,Watch,Apple Watch Series X (45mm),New,429,42042,433.29,42687.21,-1,None,In Stock,4.6,1057
11-06-2025,Amazon,Watch,Apple Watch Series X (45mm),New,429,42042,432.74,41696.39,-0.9,None,Low Stock,4.5,687
11-06-2025,Amazon,Watch,Apple Watch Series X (45mm),New,429,42042,436.91,42101.8,-1.8,None,In Stock,4.4,1434
11-06-2025,Flipkart,Watch,Apple Watch Ultra,New,799,78302,595.06,58819.38,25.5,None,In Stock,4.4,5245
11-06-2025,Flipkart,Watch,Apple Watch Ultra 2,New,799,78302,686.85,66684.08,14,None,In Stock,4.2,2160
11-06-2025,Amazon,Watch,Apple Watch Ultra 2,New,799,78302,700.56,69926.1,12.3,None,In Stock,4.5,2367
11-06-2025,Flipkart,Watch,Apple Watch Ultra 2,New,799,78302,687.48,68299.08,14,None,In Stock,4.3,1014
11-06-2025,Amazon,Watch,Apple Watch Ultra 2,New,799,78302,690.45,68637.37,13.6,None,In Stock,4.3,2104
11-06-2025,Flipkart,Watch,Apple Watch Ultra 2,New,799,78302,688.09,68494.45,13.9,None,Low Stock,4.8,2646
11-06-2025,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,589.9,57821.47,41,None,Low Stock,4.7,5654
11-06-2025,Flipkart,Mac,MacBook Air M2 256GB,New,1199,117502,1003.06,98655.35,16.3,None,In Stock,4.9,4900
11-06-2025,Amazon,Mac,MacBook Air M2 256GB,New,1199,117502,1007.78,100641.12,15.9,None,In Stock,4.9,3381
11-06-2025,Amazon,Mac,MacBook Air M2 256GB,New,1199,117502,1018.7,98966.03,15,None,Low Stock,4.3,2590
11-06-2025,Flipkart,Mac,MacBook Air M2 256GB,Renewed/Refurbished,1199,117502,752.58,63056.57,37.2,None,In Stock,4,5250
11-06-2025,Amazon,Mac,MacBook Air M3 256GB,New,1099,107702,980.28,96934.74,10.8,None,In Stock,4.5,1498
11-06-2025,Amazon,Mac,MacBook Air M3 256GB,Renewed/Refurbished,1099,107702,814.93,68665.64,25.8,None,In Stock,3.8,2214
11-06-2025,Amazon,Mac,MacBook Air M3 256GB,New,1099,107702,984.21,95078.42,10.4,None,In Stock,4.5,2354
11-06-2025,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1690.73,167514.76,15.4,None,In Stock,4.6,7085
11-06-2025,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1692.7,166974.52,15.3,None,In Stock,4.8,2216
11-06-2025,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1769.88,174585.83,11.5,None,In Stock,4.8,4196
11-06-2025,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1820.78,180822.76,8.9,None,In Stock,4.8,4192
11-06-2025,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,Renewed/Refurbished,1999,195902,1505.74,128192.4,24.7,None,In Stock,4.4,2180
11-06-2025,Amazon,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,1929.5,188971.1,3.5,None,Low Stock,4.8,2313
11-06-2025,Amazon,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,1879.97,184793.91,6,None,In Stock,4.6,2082
11-06-2025,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,1993.86,198417.33,0.3,None,In Stock,4.7,780
11-06-2025,Flipkart,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,2005.33,193251.33,-0.3,None,Out of Stock,4.2,1063
11-06-2025,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,1976.71,197484.06,1.1,None,In Stock,4.6,656
11-06-2025,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,1996.4,192622.88,0.1,None,In Stock,4.5,568
11-06-2025,Flipkart,iPad,iPad (9th Gen) 64GB,New,329,32242,197.27,19712.06,40,None,Low Stock,4.6,4521
11-06-2025,Flipkart,iPad,iPad (9th Gen) 64GB,New,329,32242,200.93,19531.28,38.9,None,Low Stock,4.7,4471
11-06-2025,Amazon,iPad,iPad (9th Gen) 64GB,New,329,32242,199.67,19924.95,39.3,None,Low Stock,4.6,3571
11-06-2025,Amazon,iPad,iPad (9th Gen) 64GB,New,329,32242,194.89,19359.87,40.8,None,Low Stock,4.7,4690
11-06-2025,Flipkart,iPad,iPad (9th Gen) 64GB,New,329,32242,200.44,19449.13,39.1,None,Low Stock,4.3,2273
11-06-2025,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,58702,353.69,34815.04,41,None,In Stock,4.4,2016
11-06-2025,Flipkart,iPad,iPad Air (5th Gen) 64GB,New,599,58702,357.62,35502.19,40.3,None,Out of Stock,4.8,2822
11-06-2025,Amazon,iPad,iPad Pro 11-inch (M4) 256GB,New,999,97902,881.9,84808.43,11.7,None,In Stock,4.7,1897
11-06-2025,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,New,999,97902,911.99,88776.82,8.7,None,In Stock,4.8,1289
11-06-2025,Amazon,iPad,iPad Pro 11-inch (M4) 256GB,Renewed/Refurbished,999,97902,633.87,53072.53,36.5,None,In Stock,4.4,1087
11-06-2025,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1004.67,98449.9,16.2,None,In Stock,4.3,3234
11-06-2025,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1001.63,98961.88,16.5,None,Out of Stock,4.3,2943
11-06-2025,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,989.95,98409.86,17.4,None,In Stock,4.9,3783
11-06-2025,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,485.57,48359.39,39.2,None,Out of Stock,4.2,3557
11-06-2025,Amazon,iPhone,iPhone 12 64GB,New,799,78302,472.05,45608.27,40.9,None,Out of Stock,4.4,6073
11-06-2025,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,607.84,59100.84,39.2,None,Out of Stock,4.7,6335
11-06-2025,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,595.27,58805.71,40.4,None,Out of Stock,4.5,5902
11-06-2025,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,596.68,58781.11,40.3,None,Low Stock,4.3,4210
11-06-2025,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,605.38,58659.02,39.4,None,Out of Stock,4.4,7334
11-06-2025,Flipkart,iPhone,iPhone 13 128GB,New,799,78302,507.32,50178.71,36.5,None,Low Stock,4.3,5962
11-06-2025,Amazon,iPhone,iPhone 13 128GB,New,799,78302,491.16,48206.33,38.5,None,Low Stock,4.4,3223
11-06-2025,Amazon,iPhone,iPhone 13 128GB,New,799,78302,503.99,48759.07,36.9,None,Out of Stock,4.7,4208
11-06-2025,Flipkart,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,901.13,87193.17,24.8,None,In Stock,4.7,3157
11-06-2025,Flipkart,iPhone,iPhone 13 Pro Max 256GB,Renewed/Refurbished,1199,117502,725.24,62830.53,39.5,None,Low Stock,3.9,3127
11-06-2025,Flipkart,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,890.48,88179.29,25.7,None,Out of Stock,4.4,2934
11-06-2025,Amazon,iPhone,iPhone 14 128GB,New,799,78302,607.92,59471.89,23.9,None,In Stock,4.7,1521
11-06-2025,Flipkart,iPhone,iPhone 14 128GB,New,799,78302,606.93,58561.24,24,None,Low Stock,4.8,2155
11-06-2025,Flipkart,iPhone,iPhone 14 Pro 128GB,Renewed/Refurbished,999,97902,688.03,59576.26,31.1,None,In Stock,4.5,2176
11-06-2025,Amazon,iPhone,iPhone 14 Pro 128GB,Renewed/Refurbished,999,97902,668.58,56869.55,33.1,None,Low Stock,3.9,3649
11-06-2025,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,97902,807.47,79221.22,19.2,None,Low Stock,4.5,4817
11-06-2025,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,97902,795.2,78420.81,20.4,None,In Stock,4.8,2402
11-06-2025,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,97902,812.02,80703.64,18.7,None,In Stock,4.4,5500
11-06-2025,Flipkart,iPhone,iPhone 14 Pro 128GB,New,999,97902,795.89,78367.36,20.3,None,In Stock,4.7,1443
11-06-2025,Flipkart,iPhone,iPhone 15 128GB,New,799,78302,689.26,66866.54,13.7,None,In Stock,4.4,1936
11-06-2025,Flipkart,iPhone,iPhone 15 128GB,New,799,78302,709.62,70771.14,11.2,None,In Stock,4.6,2476
11-06-2025,Flipkart,iPhone,iPhone 15 128GB,New,799,78302,697.25,68547.28,12.7,None,Low Stock,4.3,1901
11-06-2025,Flipkart,iPhone,iPhone 15 128GB,New,799,78302,692.03,68147.79,13.4,None,Out of Stock,4.6,2861
11-06-2025,Amazon,iPhone,iPhone 15 128GB,Renewed/Refurbished,799,78302,535.68,46367.6,33,None,In Stock,4.4,3414
11-06-2025,Flipkart,iPhone,iPhone 15 128GB,New,799,78302,688.1,67365.24,13.9,None,Low Stock,4.3,1383
11-06-2025,Flipkart,iPhone,iPhone 15 128GB,New,799,78302,695.13,68666.15,13,None,In Stock,4.5,1569
11-06-2025,Amazon,iPhone,iPhone 15 Pro Max 256GB,New,1199,117502,1100.63,109601.77,8.2,None,In Stock,4.3,1196
11-06-2025,Amazon,iPhone,iPhone 15 Pro Max 256GB,New,1199,117502,1112.12,107268.95,7.2,None,In Stock,4.6,949
11-06-2025,Amazon,iPhone,iPhone 15 Pro Max 256GB,New,1199,117502,1104.49,108738.17,7.9,None,In Stock,4.4,2271
11-06-2025,Flipkart,iPhone,iPhone 15 Pro Max 256GB,New,1199,117502,1119.6,110088.92,6.6,None,In Stock,4.5,1211
11-06-2025,Flipkart,iPhone,iPhone 15 Pro Max 256GB,New,1199,117502,1120.23,108886.06,6.6,None,In Stock,4.5,3066
11-06-2025,Flipkart,iPhone,iPhone 15 Pro Max 256GB,New,1199,117502,1111.13,109043.94,7.3,None,In Stock,4.9,1284
11-06-2025,Flipkart,iPhone,iPhone 15 Pro Max 256GB,New,1199,117502,1078.9,107767.37,10,None,Low Stock,4.3,2722
11-06-2025,Amazon,iPhone,iPhone 16 128GB,Renewed/Refurbished,799,78302,636.41,53597.67,20.3,None,Low Stock,4.4,1389
11-06-2025,Amazon,iPhone,iPhone 16 128GB,New,799,78302,807.35,79194.9,-1,None,In Stock,4.3,1462
11-06-2025,Flipkart,iPhone,iPhone 16 128GB,New,799,78302,800.14,79812.57,-0.1,None,In Stock,4.7,733
11-06-2025,Amazon,iPhone,iPhone 16 128GB,New,799,78302,791.06,76778.07,1,None,In Stock,4.5,649
11-06-2025,Flipkart,iPhone,iPhone 16 128GB,Renewed/Refurbished,799,78302,635.66,53880.24,20.4,None,In Stock,4.2,1289
11-06-2025,Amazon,iPhone,iPhone 16 128GB,New,799,78302,800.5,77675.3,-0.2,None,In Stock,4.3,1290
11-06-2025,Amazon,iPhone,iPhone 16 Pro 256GB,New,1099,107702,1113.13,107770.11,-1.3,None,In Stock,4.7,1348
11-06-2025,Amazon,iPhone,iPhone 16 Pro 256GB,New,1099,107702,1103.7,106226.57,-0.4,None,In Stock,4.4,635
11-06-2025,Amazon,iPhone,iPhone 16 Pro 256GB,New,1099,107702,1098.53,108387.1,0,None,In Stock,4.5,556
11-06-2025,Flipkart,iPhone,iPhone 16 Pro 256GB,New,1099,107702,1092.52,108476.27,0.6,None,In Stock,4.4,1372
11-06-2025,Amazon,iPhone,iPhone 16 Pro 256GB,Renewed/Refurbished,1099,107702,906.28,76712.78,17.5,None,Low Stock,4.4,1140
11-06-2025,Flipkart,iPhone,iPhone 16 Pro 256GB,New,1099,107702,1106,107532.99,-0.6,None,In Stock,4.3,1360
12-06-2025,Flipkart,Watch,Apple Watch Series 7 (45mm),New,429,42042,252.79,25135.09,41.1,None,Low Stock,4.4,2973
12-06-2025,Amazon,Watch,Apple Watch Series 9 (45mm),New,429,42042,330.75,32322.38,22.9,None,In Stock,4.7,2259
12-06-2025,Flipkart,Watch,Apple Watch Series 9 (45mm),Renewed/Refurbished,429,42042,241.93,20726.98,43.6,None,In Stock,4.2,2256
12-06-2025,Flipkart,Watch,Apple Watch Series X (45mm),New,429,42042,432.26,42643,-0.8,None,In Stock,4.6,781
12-06-2025,Amazon,Watch,Apple Watch Series X (45mm),New,429,42042,436.46,42858.92,-1.7,None,In Stock,4.3,669
12-06-2025,Flipkart,Watch,Apple Watch Series X (45mm),New,429,42042,431.36,42955.4,-0.6,None,Out of Stock,4.3,942
12-06-2025,Flipkart,Watch,Apple Watch Ultra,New,799,78302,601.9,60128.33,24.7,None,Low Stock,4.4,1606
12-06-2025,Amazon,Watch,Apple Watch Ultra,New,799,78302,591.87,57815.29,25.9,None,In Stock,4.7,3318
12-06-2025,Flipkart,Watch,Apple Watch Ultra,New,799,78302,609.58,58567.19,23.7,None,In Stock,4.7,3438
12-06-2025,Flipkart,Mac,MacBook Air M1 256GB,Renewed/Refurbished,999,97902,488.86,41840.29,51.1,None,Out of Stock,3.9,8355
12-06-2025,Flipkart,Mac,MacBook Air M2 256GB,New,1199,117502,996.32,98716.87,16.9,None,In Stock,4.2,3575
12-06-2025,Flipkart,Mac,MacBook Air M3 256GB,New,1099,107702,985.09,94716.27,10.4,None,In Stock,4.8,1135
12-06-2025,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1684.11,162052.16,15.8,None,Low Stock,4.6,3189
12-06-2025,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1675.58,163383.6,16.2,None,Out of Stock,4.7,6021
12-06-2025,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1834.84,176588.02,8.2,None,In Stock,4.8,4719
12-06-2025,Amazon,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,1895.66,184843.57,5.2,None,In Stock,4.6,3092
12-06-2025,Amazon,Mac,MacBook Pro 14-inch M3 Pro 512GB,Renewed/Refurbished,1999,195902,1504.67,126374.65,24.7,None,In Stock,4.3,2206
12-06-2025,Flipkart,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,1985.86,195574.47,0.7,None,In Stock,4.8,542
12-06-2025,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,Renewed/Refurbished,1999,195902,1420.48,120081.54,28.9,None,Out of Stock,4.1,1104
12-06-2025,Amazon,iPad,iPad (9th Gen) 64GB,New,329,32242,194.05,19225.31,41,None,Out of Stock,4.3,6761
12-06-2025,Amazon,iPad,iPad Air (4th Gen) 64GB,Renewed/Refurbished,599,58702,270.54,22950.9,54.8,None,Low Stock,4.3,4211
12-06-2025,Amazon,iPad,iPad Air (5th Gen) 64GB,Renewed/Refurbished,599,58702,275.23,23415.8,54.1,None,Out of Stock,4.3,5118
12-06-2025,Amazon,iPad,iPad Air (5th Gen) 64GB,Renewed/Refurbished,599,58702,296.8,25691.52,50.5,None,In Stock,4.4,4664
12-06-2025,Flipkart,iPad,iPad Air (5th Gen) 64GB,New,599,58702,357.9,35110.58,40.2,None,In Stock,4.7,5839
12-06-2025,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,58702,353.52,35029.59,41,None,Low Stock,4.4,6490
12-06-2025,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,New,999,97902,883,87886.31,11.6,None,Low Stock,4.8,1434
12-06-2025,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,New,999,97902,884.18,85534.77,11.5,None,In Stock,4.6,1972
